"Default,""spolovi"",""zupanija"",""traj.rad.odn"",""izn.kre"",""udio.rate"",""br.cl"""
"1,""Z"",""3"",""17"",""30000"",""25"",""2"""
"1,""M"",""16"",""10"",""15000"",""7"",""3"""
"1,""M"",""5"",""9"",""80000"",""22"",""1"""
"0,""M"",""5"",""6.5"",""80000"",""10"",""0"""
"1,""M"",""2"",""5.5"",""35000"",""30"",""1"""
"0,""M"",""1"",""8"",""80000"",""32"",""0"""
"1,""M"",""5"",""15"",""125000"",""19"",""3"""
"1,""M"",""18"",""5.5"",""40000"",""13"",""3"""
"1,""Z"",""6"",""10"",""75000"",""17"",""4"""
"1,""Z"",""10"",""16.5"",""80000"",""28"",""2"""
"1,""Z"",""19"",""2"",""35000"",""27"",""1"""
"1,""M"",""21"",""14"",""65000"",""20"",""3"""
"1,""Z"",""11"",""2.5"",""75000"",""25"",""2"""
"1,""M"",""10"",""22.5"",""15000"",""14"",""0"""
"1,""M"",""2"",""19.5"",""35000"",""17"",""1"""
"1,""M"",""2"",""16"",""45000"",""34"",""1"""
"1,""M"",""4"",""10"",""30000"",""24"",""3"""
"0,""Z"",""21"",""9.5"",""150000"",""14"",""0"""
"1,""M"",""3"",""13.5"",""60000"",""25"",""3"""
"1,""M"",""10"",""9"",""230000"",""21"",""3"""
"1,""Z"",""7"",""23.5"",""10000"",""25"",""5"""
"1,""Z"",""17"",""18.5"",""85000"",""26"",""3"""
"1,""M"",""12"",""7"",""195000"",""27"",""2"""
"1,""Z"",""4"",""19"",""25000"",""10"",""1"""
"1,""M"",""17"",""16"",""95000"",""24"",""2"""
"0,""Z"",""5"",""23"",""10000"",""20"",""0"""
"0,""Z"",""13"",""5.5"",""5000"",""5"",""0"""
"1,""Z"",""5"",""7"",""15000"",""18"",""2"""
"1,""M"",""1"",""15.5"",""65000"",""10"",""2"""
"1,""Z"",""1"",""18.5"",""205000"",""10"",""2"""
"0,""Z"",""15"",""6"",""60000"",""22"",""0"""
"1,""Z"",""21"",""11.5"",""1e+05"",""18"",""2"""
"1,""M"",""2"",""27"",""20000"",""21"",""1"""
"0,""M"",""7"",""25.5"",""75000"",""22"",""0"""
"1,""Z"",""21"",""7.5"",""85000"",""17"",""3"""
"1,""Z"",""7"",""12.5"",""30000"",""7"",""1"""
"1,""M"",""9"",""9"",""80000"",""33"",""2"""
"0,""M"",""16"",""18"",""80000"",""24"",""0"""
"1,""Z"",""12"",""7.5"",""1e+05"",""33"",""3"""
"0,""Z"",""13"",""11.5"",""5000"",""11"",""0"""
"1,""M"",""19"",""24.5"",""85000"",""22"",""3"""
"1,""Z"",""18"",""19.5"",""25000"",""25"",""3"""
"1,""M"",""11"",""16"",""25000"",""22"",""1"""
"1,""M"",""9"",""17"",""60000"",""16"",""2"""
"0,""Z"",""8"",""7.5"",""35000"",""23"",""0"""
"1,""M"",""13"",""15.5"",""115000"",""22"",""2"""
"0,""Z"",""1"",""10.5"",""120000"",""20"",""0"""
"0,""M"",""10"",""2.5"",""60000"",""13"",""0"""
"1,""M"",""3"",""8"",""80000"",""40"",""6"""
"1,""Z"",""6"",""10"",""35000"",""8"",""2"""
"1,""Z"",""21"",""22.5"",""125000"",""11"",""3"""
"1,""Z"",""3"",""7.5"",""65000"",""15"",""1"""
"1,""M"",""5"",""23"",""80000"",""21"",""2"""
"1,""Z"",""20"",""20.5"",""35000"",""18"",""1"""
"1,""Z"",""7"",""7.5"",""220000"",""21"",""1"""
"0,""Z"",""5"",""25"",""60000"",""2"",""0"""
"0,""M"",""6"",""4.5"",""65000"",""12"",""0"""
"1,""M"",""15"",""3"",""55000"",""18"",""1"""
"0,""M"",""8"",""6"",""30000"",""11"",""0"""
"1,""M"",""4"",""25"",""30000"",""21"",""1"""
"1,""M"",""3"",""19.5"",""10000"",""23"",""1"""
"0,""Z"",""11"",""10"",""1e+05"",""5"",""0"""
"1,""Z"",""20"",""22"",""95000"",""35"",""2"""
"1,""M"",""15"",""8.5"",""55000"",""18"",""3"""
"1,""Z"",""17"",""24"",""25000"",""13"",""2"""
"1,""M"",""11"",""5"",""245000"",""19"",""1"""
"1,""Z"",""19"",""3.5"",""30000"",""17"",""1"""
"1,""Z"",""17"",""14.5"",""20000"",""26"",""1"""
"1,""Z"",""1"",""11.5"",""60000"",""33"",""2"""
"1,""M"",""13"",""24"",""45000"",""28"",""1"""
"1,""Z"",""11"",""10"",""45000"",""37"",""6"""
"1,""Z"",""14"",""24"",""45000"",""25"",""1"""
"1,""Z"",""6"",""6.5"",""120000"",""16"",""1"""
"1,""M"",""8"",""12.5"",""35000"",""20"",""1"""
"1,""M"",""13"",""18"",""40000"",""18"",""1"""
"1,""Z"",""10"",""16.5"",""235000"",""26"",""3"""
"1,""M"",""14"",""14"",""40000"",""20"",""1"""
"1,""M"",""1"",""24"",""35000"",""4"",""2"""
"0,""Z"",""19"",""9.5"",""20000"",""17"",""0"""
"1,""Z"",""3"",""19"",""125000"",""11"",""1"""
"1,""M"",""18"",""11"",""30000"",""18"",""1"""
"0,""Z"",""5"",""16.5"",""45000"",""35"",""0"""
"1,""M"",""21"",""17.5"",""30000"",""21"",""1"""
"1,""Z"",""3"",""29"",""40000"",""37"",""6"""
"1,""M"",""5"",""27"",""15000"",""20"",""2"""
"0,""Z"",""9"",""14"",""75000"",""12"",""0"""
"1,""M"",""11"",""24"",""75000"",""31"",""4"""
"1,""Z"",""13"",""25"",""70000"",""45"",""6"""
"1,""M"",""13"",""15"",""45000"",""26"",""2"""
"1,""M"",""13"",""13"",""150000"",""20"",""2"""
"1,""Z"",""9"",""4"",""35000"",""18"",""1"""
"1,""M"",""3"",""14"",""25000"",""31"",""3"""
"1,""Z"",""15"",""12.5"",""30000"",""16"",""2"""
"0,""Z"",""2"",""8"",""1e+05"",""10"",""0"""
"1,""M"",""16"",""23"",""35000"",""23"",""2"""
"1,""M"",""20"",""20.5"",""120000"",""26"",""2"""
"1,""Z"",""5"",""6"",""80000"",""22"",""2"""
"1,""Z"",""20"",""8.5"",""95000"",""13"",""1"""
"1,""Z"",""9"",""8"",""70000"",""22"",""1"""
"1,""M"",""5"",""3"",""35000"",""30"",""1"""
"0,""Z"",""14"",""23"",""60000"",""19"",""0"""
"1,""Z"",""19"",""25"",""30000"",""33"",""3"""
"0,""M"",""15"",""27"",""10000"",""19"",""0"""
"1,""M"",""14"",""6.5"",""125000"",""24"",""1"""
"1,""M"",""13"",""5.5"",""80000"",""17"",""3"""
"1,""Z"",""19"",""6.5"",""30000"",""33"",""3"""
"1,""M"",""3"",""15.5"",""85000"",""23"",""2"""
"1,""M"",""12"",""15.5"",""80000"",""42"",""5"""
"1,""Z"",""17"",""22"",""120000"",""27"",""2"""
"1,""Z"",""3"",""10"",""45000"",""32"",""2"""
"0,""Z"",""13"",""10.5"",""15000"",""16"",""0"""
"1,""Z"",""1"",""9"",""60000"",""19"",""2"""
"1,""Z"",""9"",""23"",""35000"",""20"",""1"""
"1,""M"",""7"",""3.5"",""150000"",""37"",""5"""
"1,""Z"",""18"",""6"",""20000"",""21"",""1"""
"0,""M"",""16"",""22"",""80000"",""25"",""0"""
"0,""Z"",""18"",""10.5"",""360000"",""32"",""0"""
"1,""Z"",""7"",""3.5"",""25000"",""17"",""2"""
"1,""M"",""18"",""20.5"",""35000"",""19"",""3"""
"1,""Z"",""13"",""9"",""165000"",""9"",""1"""
"1,""Z"",""12"",""12"",""150000"",""32"",""1"""
"0,""Z"",""6"",""8.5"",""85000"",""18"",""0"""
"1,""M"",""13"",""7"",""20000"",""27"",""2"""
"1,""M"",""2"",""5"",""35000"",""16"",""1"""
"1,""Z"",""6"",""29"",""20000"",""26"",""3"""
"1,""M"",""12"",""22"",""65000"",""18"",""1"""
"1,""M"",""14"",""17"",""75000"",""19"",""3"""
"0,""M"",""1"",""27"",""120000"",""34"",""0"""
"0,""Z"",""16"",""10"",""45000"",""20"",""0"""
"1,""Z"",""8"",""8.5"",""80000"",""18"",""1"""
"0,""Z"",""18"",""9.5"",""20000"",""20"",""0"""
"1,""M"",""15"",""4.5"",""60000"",""28"",""2"""
"1,""Z"",""10"",""6"",""30000"",""17"",""2"""
"1,""Z"",""18"",""10"",""30000"",""13"",""3"""
"1,""M"",""11"",""4.5"",""40000"",""19"",""2"""
"0,""M"",""16"",""12"",""115000"",""15"",""0"""
"1,""M"",""4"",""18"",""30000"",""24"",""1"""
"1,""Z"",""20"",""25.5"",""80000"",""22"",""2"""
"1,""Z"",""13"",""2"",""55000"",""34"",""2"""
"1,""Z"",""14"",""17.5"",""65000"",""13"",""1"""
"1,""Z"",""18"",""10"",""75000"",""31"",""1"""
"1,""Z"",""20"",""21"",""60000"",""19"",""2"""
"1,""M"",""21"",""5"",""75000"",""18"",""3"""
"1,""M"",""15"",""25"",""55000"",""7"",""1"""
"1,""M"",""7"",""19"",""80000"",""41"",""6"""
"1,""Z"",""21"",""16"",""25000"",""31"",""3"""
"1,""M"",""2"",""21"",""30000"",""27"",""2"""
"1,""M"",""21"",""9.5"",""25000"",""27"",""1"""
"0,""Z"",""2"",""4"",""75000"",""9"",""0"""
"1,""M"",""6"",""10"",""40000"",""25"",""1"""
"1,""Z"",""11"",""4"",""60000"",""22"",""1"""
"1,""M"",""8"",""9.5"",""120000"",""23"",""2"""
"1,""Z"",""17"",""6.5"",""1e+05"",""15"",""1"""
"1,""M"",""7"",""3"",""70000"",""24"",""2"""
"1,""M"",""20"",""6.5"",""150000"",""13"",""3"""
"1,""M"",""19"",""5.5"",""125000"",""25"",""1"""
"1,""Z"",""8"",""14.5"",""65000"",""22"",""2"""
"1,""Z"",""13"",""8"",""330000"",""18"",""3"""
"1,""M"",""15"",""7"",""40000"",""18"",""1"""
"1,""Z"",""20"",""11.5"",""80000"",""17"",""2"""
"1,""M"",""6"",""14.5"",""35000"",""26"",""5"""
"1,""Z"",""8"",""11.5"",""35000"",""16"",""3"""
"1,""Z"",""10"",""10.5"",""45000"",""31"",""4"""
"1,""M"",""17"",""20.5"",""65000"",""22"",""1"""
"1,""M"",""3"",""17"",""30000"",""15"",""0"""
"1,""M"",""10"",""11"",""150000"",""29"",""1"""
"1,""Z"",""11"",""25"",""10000"",""4"",""1"""
"1,""Z"",""3"",""29"",""315000"",""24"",""2"""
"1,""M"",""14"",""6.5"",""120000"",""20"",""1"""
"1,""M"",""5"",""6.5"",""25000"",""16"",""2"""
"1,""M"",""21"",""25"",""80000"",""8"",""1"""
"1,""Z"",""2"",""5"",""20000"",""11"",""3"""
"1,""M"",""18"",""4"",""60000"",""24"",""1"""
"1,""Z"",""12"",""6"",""10000"",""15"",""1"""
"1,""M"",""21"",""9"",""220000"",""30"",""1"""
"1,""Z"",""7"",""3.5"",""1e+05"",""14"",""1"""
"1,""M"",""1"",""23"",""30000"",""19"",""3"""
"1,""M"",""14"",""7.5"",""35000"",""12"",""1"""
"1,""M"",""13"",""6"",""15000"",""22"",""2"""
"1,""M"",""13"",""21.5"",""120000"",""12"",""1"""
"0,""M"",""10"",""8.5"",""25000"",""11"",""0"""
"1,""M"",""7"",""16"",""10000"",""20"",""3"""
"1,""Z"",""8"",""15.5"",""60000"",""18"",""1"""
"0,""Z"",""8"",""5"",""65000"",""15"",""0"""
"1,""M"",""15"",""7.5"",""80000"",""12"",""3"""
"1,""M"",""6"",""17.5"",""45000"",""20"",""1"""
"1,""Z"",""17"",""27"",""10000"",""25"",""2"""
"1,""Z"",""1"",""18"",""60000"",""20"",""4"""
"1,""Z"",""17"",""11"",""65000"",""19"",""2"""
"0,""M"",""6"",""13.5"",""120000"",""30"",""0"""
"0,""M"",""7"",""2"",""60000"",""20"",""0"""
"0,""M"",""5"",""2"",""1e+05"",""10"",""0"""
"1,""M"",""15"",""9"",""20000"",""32"",""4"""
"1,""Z"",""6"",""18"",""45000"",""29"",""2"""
"1,""M"",""9"",""27"",""15000"",""21"",""1"""
"1,""Z"",""10"",""19.5"",""85000"",""17"",""1"""
"1,""Z"",""8"",""24"",""145000"",""36"",""6"""
"1,""Z"",""17"",""25.5"",""35000"",""15"",""1"""
"1,""Z"",""5"",""15.5"",""5000"",""19"",""4"""
"1,""Z"",""7"",""6"",""15000"",""25"",""2"""
"1,""M"",""10"",""11"",""85000"",""23"",""2"""
"1,""Z"",""19"",""25"",""125000"",""26"",""3"""
"1,""M"",""2"",""2.5"",""45000"",""12"",""1"""
"1,""M"",""16"",""16.5"",""20000"",""12"",""1"""
"0,""Z"",""6"",""10.5"",""30000"",""23"",""0"""
"1,""Z"",""8"",""9"",""150000"",""27"",""3"""
"1,""M"",""19"",""11.5"",""85000"",""33"",""3"""
"1,""Z"",""21"",""19.5"",""70000"",""24"",""2"""
"1,""M"",""20"",""9.5"",""45000"",""22"",""1"""
"1,""M"",""13"",""27"",""195000"",""16"",""2"""
"1,""M"",""1"",""0"",""45000"",""19"",""2"""
"1,""Z"",""18"",""7"",""25000"",""24"",""1"""
"1,""Z"",""7"",""5"",""290000"",""24"",""2"""
"1,""M"",""9"",""9"",""40000"",""28"",""3"""
"1,""Z"",""10"",""9"",""40000"",""32"",""1"""
"1,""M"",""2"",""17.5"",""25000"",""18"",""1"""
"1,""Z"",""16"",""12"",""60000"",""10"",""2"""
"1,""M"",""19"",""10.5"",""125000"",""26"",""3"""
"1,""M"",""11"",""6.5"",""60000"",""33"",""1"""
"1,""M"",""19"",""24"",""55000"",""20"",""1"""
"1,""M"",""5"",""3.5"",""80000"",""3"",""1"""
"0,""Z"",""6"",""24"",""15000"",""22"",""0"""
"1,""Z"",""19"",""6.5"",""150000"",""17"",""1"""
"0,""Z"",""18"",""21"",""20000"",""12"",""0"""
"1,""M"",""14"",""16"",""40000"",""17"",""1"""
"1,""M"",""18"",""10.5"",""35000"",""15"",""1"""
"1,""Z"",""16"",""24"",""25000"",""30"",""1"""
"1,""Z"",""14"",""27"",""30000"",""41"",""5"""
"0,""Z"",""9"",""8.5"",""45000"",""17"",""0"""
"0,""Z"",""2"",""19.5"",""35000"",""13"",""0"""
"0,""M"",""18"",""11.5"",""125000"",""11"",""0"""
"1,""Z"",""14"",""25"",""10000"",""14"",""2"""
"1,""M"",""7"",""16.5"",""25000"",""25"",""1"""
"0,""M"",""14"",""7.5"",""80000"",""11"",""0"""
"1,""M"",""12"",""16.5"",""30000"",""28"",""5"""
"1,""Z"",""18"",""1.5"",""80000"",""19"",""2"""
"0,""M"",""10"",""8.5"",""40000"",""12"",""0"""
"0,""M"",""11"",""12"",""45000"",""10"",""0"""
"1,""Z"",""14"",""7.5"",""80000"",""31"",""2"""
"1,""Z"",""18"",""27"",""115000"",""25"",""1"""
"1,""Z"",""19"",""26"",""40000"",""26"",""3"""
"0,""M"",""12"",""9.5"",""85000"",""19"",""0"""
"1,""M"",""5"",""11"",""55000"",""30"",""0"""
"1,""Z"",""20"",""10"",""85000"",""15"",""2"""
"0,""Z"",""11"",""13"",""25000"",""19"",""0"""
"0,""M"",""13"",""25.5"",""55000"",""13"",""0"""
"1,""Z"",""2"",""11"",""80000"",""20"",""1"""
"1,""M"",""1"",""22"",""365000"",""12"",""1"""
"1,""M"",""9"",""12"",""65000"",""27"",""5"""
"0,""M"",""20"",""25"",""55000"",""15"",""0"""
"1,""M"",""20"",""3"",""105000"",""28"",""4"""
"1,""M"",""3"",""18"",""30000"",""19"",""2"""
"1,""Z"",""3"",""9.5"",""85000"",""23"",""2"""
"0,""Z"",""3"",""7.5"",""35000"",""32"",""0"""
"1,""Z"",""18"",""6.5"",""85000"",""17"",""2"""
"1,""Z"",""1"",""9.5"",""235000"",""18"",""2"""
"1,""Z"",""19"",""20"",""290000"",""19"",""2"""
"1,""Z"",""21"",""6.5"",""15000"",""19"",""1"""
"1,""Z"",""10"",""13.5"",""220000"",""12"",""3"""
"1,""Z"",""9"",""7"",""20000"",""9"",""2"""
"0,""M"",""17"",""25"",""25000"",""22"",""0"""
"1,""M"",""19"",""27"",""15000"",""26"",""2"""
"1,""M"",""2"",""11.5"",""10000"",""27"",""3"""
"1,""Z"",""5"",""7"",""1e+05"",""25"",""2"""
"1,""M"",""5"",""12.5"",""85000"",""17"",""1"""
"1,""M"",""17"",""19.5"",""25000"",""31"",""2"""
"1,""Z"",""1"",""2.5"",""75000"",""27"",""2"""
"1,""Z"",""17"",""7.5"",""75000"",""32"",""2"""
"0,""M"",""7"",""9.5"",""45000"",""17"",""0"""
"1,""M"",""7"",""13"",""70000"",""19"",""1"""
"1,""M"",""11"",""17.5"",""80000"",""18"",""2"""
"0,""M"",""7"",""16"",""30000"",""15"",""0"""
"1,""Z"",""19"",""13.5"",""40000"",""10"",""1"""
"1,""M"",""2"",""20"",""65000"",""17"",""2"""
"1,""M"",""12"",""21"",""85000"",""19"",""1"""
"1,""M"",""18"",""25"",""60000"",""16"",""1"""
"1,""Z"",""21"",""11.5"",""40000"",""20"",""2"""
"1,""M"",""21"",""11"",""125000"",""21"",""1"""
"1,""Z"",""3"",""22"",""10000"",""28"",""4"""
"0,""Z"",""14"",""18.5"",""85000"",""24"",""0"""
"1,""M"",""21"",""7"",""105000"",""34"",""2"""
"0,""M"",""19"",""10"",""125000"",""18"",""0"""
"1,""Z"",""4"",""9"",""10000"",""22"",""1"""
"1,""M"",""19"",""27"",""35000"",""18"",""4"""
"1,""M"",""1"",""7"",""115000"",""29"",""1"""
"0,""M"",""13"",""17"",""80000"",""21"",""0"""
"1,""Z"",""1"",""10"",""245000"",""14"",""2"""
"0,""Z"",""15"",""14"",""120000"",""11"",""0"""
"1,""M"",""5"",""10"",""250000"",""12"",""0"""
"1,""Z"",""6"",""14.5"",""55000"",""20"",""2"""
"0,""Z"",""5"",""4.5"",""40000"",""7"",""0"""
"1,""M"",""9"",""27"",""80000"",""28"",""2"""
"1,""M"",""2"",""20"",""115000"",""18"",""3"""
"1,""Z"",""4"",""8"",""80000"",""31"",""3"""
"1,""Z"",""5"",""9.5"",""25000"",""29"",""4"""
"1,""Z"",""1"",""7.5"",""45000"",""24"",""1"""
"1,""Z"",""10"",""9"",""40000"",""14"",""2"""
"1,""Z"",""13"",""5.5"",""20000"",""30"",""2"""
"1,""M"",""3"",""9.5"",""35000"",""40"",""6"""
"1,""Z"",""6"",""6.5"",""15000"",""20"",""2"""
"1,""Z"",""17"",""11"",""45000"",""29"",""2"""
"1,""Z"",""12"",""13"",""30000"",""30"",""4"""
"1,""Z"",""6"",""31"",""1e+05"",""38"",""5"""
"1,""Z"",""12"",""23"",""75000"",""13"",""2"""
"1,""Z"",""5"",""4.5"",""60000"",""30"",""4"""
"1,""Z"",""12"",""13"",""20000"",""21"",""2"""
"0,""Z"",""4"",""2"",""25000"",""20"",""0"""
"1,""Z"",""18"",""24"",""120000"",""7"",""1"""
"1,""Z"",""7"",""24"",""30000"",""24"",""1"""
"1,""Z"",""15"",""18"",""80000"",""7"",""1"""
"1,""Z"",""18"",""27"",""240000"",""17"",""4"""
"1,""M"",""5"",""11.5"",""75000"",""17"",""3"""
"0,""Z"",""3"",""13"",""25000"",""26"",""0"""
"1,""M"",""7"",""24"",""65000"",""27"",""2"""
"1,""M"",""20"",""17.5"",""60000"",""10"",""2"""
"1,""Z"",""3"",""9"",""80000"",""36"",""5"""
"0,""Z"",""12"",""4"",""35000"",""15"",""0"""
"1,""Z"",""20"",""12.5"",""10000"",""9"",""1"""
"1,""M"",""3"",""27"",""220000"",""15"",""4"""
"1,""M"",""9"",""8"",""80000"",""30"",""5"""
"0,""Z"",""11"",""4.5"",""60000"",""23"",""0"""
"1,""M"",""8"",""25"",""30000"",""13"",""2"""
"1,""M"",""19"",""27"",""85000"",""27"",""2"""
"1,""M"",""7"",""27"",""60000"",""18"",""6"""
"1,""M"",""4"",""17.5"",""45000"",""36"",""5"""
"1,""M"",""8"",""18"",""15000"",""26"",""3"""
"0,""Z"",""4"",""9"",""105000"",""27"",""0"""
"1,""M"",""1"",""23"",""55000"",""22"",""1"""
"0,""Z"",""13"",""11"",""65000"",""13"",""0"""
"1,""M"",""18"",""12"",""25000"",""23"",""1"""
"1,""Z"",""16"",""15"",""20000"",""15"",""2"""
"0,""Z"",""2"",""9"",""85000"",""15"",""0"""
"1,""Z"",""13"",""6"",""5000"",""18"",""3"""
"1,""M"",""15"",""10.5"",""80000"",""42"",""6"""
"1,""M"",""18"",""10"",""120000"",""16"",""3"""
"1,""Z"",""14"",""16.5"",""265000"",""12"",""1"""
"1,""Z"",""19"",""25"",""65000"",""25"",""1"""
"1,""Z"",""8"",""14"",""30000"",""7"",""2"""
"0,""M"",""14"",""19"",""20000"",""14"",""0"""
"1,""Z"",""21"",""27"",""55000"",""34"",""3"""
"1,""M"",""9"",""6"",""55000"",""9"",""1"""
"1,""Z"",""19"",""4.5"",""125000"",""20"",""1"""
"1,""Z"",""20"",""10.5"",""35000"",""27"",""1"""
"1,""Z"",""7"",""13"",""35000"",""25"",""2"""
"0,""Z"",""18"",""13.5"",""215000"",""21"",""0"""
"1,""M"",""9"",""27"",""115000"",""15"",""1"""
"1,""M"",""15"",""6"",""35000"",""18"",""1"""
"0,""Z"",""15"",""7"",""35000"",""11"",""0"""
"1,""M"",""19"",""13"",""115000"",""16"",""3"""
"1,""Z"",""13"",""2"",""40000"",""19"",""1"""
"1,""M"",""8"",""12"",""45000"",""23"",""3"""
"1,""M"",""17"",""13.5"",""75000"",""23"",""1"""
"1,""Z"",""10"",""8.5"",""30000"",""21"",""1"""
"1,""Z"",""15"",""11"",""145000"",""31"",""1"""
"0,""Z"",""1"",""11.5"",""65000"",""13"",""0"""
"0,""M"",""15"",""23"",""35000"",""19"",""0"""
"1,""Z"",""12"",""4.5"",""145000"",""26"",""1"""
"0,""Z"",""9"",""17"",""60000"",""19"",""0"""
"1,""Z"",""11"",""15"",""20000"",""8"",""1"""
"1,""M"",""12"",""7.5"",""65000"",""30"",""2"""
"1,""Z"",""11"",""9"",""40000"",""27"",""3"""
"1,""Z"",""6"",""13"",""105000"",""29"",""3"""
"1,""M"",""3"",""5.5"",""120000"",""11"",""0"""
"1,""Z"",""14"",""24.5"",""30000"",""32"",""1"""
"1,""M"",""20"",""3.5"",""20000"",""4"",""1"""
"1,""M"",""5"",""7.5"",""25000"",""14"",""1"""
"1,""M"",""14"",""13.5"",""225000"",""27"",""4"""
"1,""Z"",""6"",""9.5"",""20000"",""16"",""1"""
"1,""Z"",""1"",""8"",""70000"",""27"",""2"""
"0,""Z"",""12"",""8"",""80000"",""12"",""0"""
"0,""Z"",""15"",""8.5"",""185000"",""15"",""0"""
"0,""Z"",""5"",""18"",""20000"",""15"",""0"""
"1,""M"",""8"",""14.5"",""35000"",""21"",""2"""
"1,""M"",""16"",""11"",""80000"",""22"",""1"""
"1,""M"",""18"",""14"",""65000"",""8"",""1"""
"1,""Z"",""17"",""18"",""20000"",""22"",""2"""
"1,""Z"",""3"",""2.5"",""65000"",""16"",""1"""
"1,""Z"",""1"",""18.5"",""240000"",""25"",""2"""
"1,""M"",""10"",""8"",""45000"",""24"",""1"""
"1,""Z"",""4"",""11.5"",""60000"",""16"",""3"""
"1,""Z"",""7"",""4"",""65000"",""28"",""2"""
"1,""M"",""3"",""10.5"",""65000"",""26"",""3"""
"1,""Z"",""9"",""8"",""80000"",""21"",""1"""
"1,""M"",""14"",""17"",""10000"",""26"",""2"""
"1,""Z"",""2"",""6"",""35000"",""17"",""1"""
"1,""M"",""14"",""8.5"",""45000"",""24"",""2"""
"1,""Z"",""1"",""13.5"",""275000"",""19"",""1"""
"1,""Z"",""13"",""27"",""260000"",""28"",""4"""
"1,""Z"",""14"",""6"",""65000"",""15"",""1"""
"1,""M"",""1"",""5"",""175000"",""38"",""6"""
"1,""M"",""13"",""27"",""85000"",""27"",""4"""
"1,""M"",""3"",""23"",""80000"",""21"",""1"""
"1,""Z"",""6"",""15"",""45000"",""33"",""3"""
"1,""M"",""9"",""27"",""70000"",""17"",""1"""
"1,""Z"",""18"",""7"",""30000"",""15"",""1"""
"1,""M"",""20"",""18.5"",""125000"",""12"",""3"""
"1,""M"",""19"",""15"",""150000"",""22"",""3"""
"1,""Z"",""4"",""4"",""10000"",""26"",""1"""
"1,""Z"",""8"",""7.5"",""70000"",""35"",""1"""
"1,""M"",""6"",""29"",""40000"",""14"",""1"""
"1,""M"",""7"",""7.5"",""60000"",""28"",""3"""
"1,""M"",""12"",""9.5"",""30000"",""31"",""5"""
"0,""Z"",""3"",""23"",""80000"",""15"",""0"""
"1,""M"",""7"",""7"",""40000"",""5"",""4"""
"1,""M"",""21"",""16"",""150000"",""15"",""2"""
"1,""Z"",""5"",""16.5"",""1e+05"",""15"",""1"""
"1,""Z"",""13"",""18"",""10000"",""23"",""1"""
"1,""M"",""2"",""2"",""65000"",""18"",""2"""
"1,""M"",""14"",""22.5"",""40000"",""21"",""2"""
"1,""Z"",""8"",""14"",""30000"",""29"",""3"""
"1,""Z"",""11"",""19.5"",""45000"",""21"",""3"""
"0,""Z"",""1"",""20.5"",""205000"",""29"",""0"""
"1,""Z"",""8"",""4.5"",""75000"",""13"",""2"""
"1,""M"",""13"",""10"",""60000"",""23"",""2"""
"1,""M"",""12"",""11"",""85000"",""13"",""1"""
"0,""M"",""8"",""8.5"",""30000"",""23"",""0"""
"1,""Z"",""5"",""4.5"",""20000"",""25"",""1"""
"1,""M"",""18"",""13"",""25000"",""7"",""1"""
"1,""Z"",""15"",""9"",""15000"",""11"",""1"""
"1,""Z"",""2"",""27"",""35000"",""7"",""1"""
"1,""M"",""9"",""4.5"",""15000"",""7"",""2"""
"1,""Z"",""15"",""17.5"",""120000"",""16"",""1"""
"0,""Z"",""7"",""6.5"",""80000"",""18"",""0"""
"1,""M"",""12"",""6"",""25000"",""15"",""2"""
"1,""Z"",""8"",""14.5"",""60000"",""25"",""2"""
"1,""M"",""4"",""14.5"",""30000"",""14"",""2"""
"1,""Z"",""7"",""5.5"",""40000"",""9"",""1"""
"0,""M"",""20"",""27"",""145000"",""13"",""0"""
"1,""M"",""21"",""5"",""245000"",""5"",""2"""
"0,""Z"",""2"",""14.5"",""80000"",""26"",""0"""
"1,""Z"",""9"",""7.5"",""2e+05"",""15"",""1"""
"0,""Z"",""21"",""2.5"",""150000"",""11"",""0"""
"1,""M"",""16"",""5.5"",""1e+05"",""31"",""4"""
"0,""M"",""17"",""25"",""25000"",""8"",""0"""
"1,""M"",""16"",""4.5"",""65000"",""30"",""1"""
"0,""M"",""18"",""19"",""80000"",""14"",""0"""
"1,""M"",""9"",""18.5"",""85000"",""25"",""1"""
"1,""M"",""1"",""8.5"",""75000"",""31"",""2"""
"1,""Z"",""6"",""19"",""75000"",""22"",""2"""
"1,""Z"",""19"",""14.5"",""25000"",""31"",""3"""
"1,""Z"",""8"",""12"",""85000"",""15"",""1"""
"1,""M"",""17"",""13.5"",""65000"",""12"",""2"""
"1,""Z"",""10"",""27"",""5000"",""20"",""3"""
"1,""Z"",""11"",""27"",""80000"",""14"",""2"""
"0,""Z"",""12"",""24"",""25000"",""15"",""0"""
"1,""Z"",""21"",""11.5"",""30000"",""34"",""2"""
"1,""M"",""20"",""27"",""45000"",""20"",""3"""
"1,""Z"",""13"",""11"",""85000"",""24"",""1"""
"0,""M"",""15"",""13"",""30000"",""13"",""0"""
"1,""M"",""10"",""7.5"",""40000"",""18"",""1"""
"1,""M"",""19"",""12"",""40000"",""26"",""2"""
"1,""M"",""17"",""4"",""80000"",""13"",""1"""
"1,""Z"",""18"",""11.5"",""55000"",""17"",""2"""
"1,""Z"",""2"",""15.5"",""105000"",""14"",""1"""
"1,""Z"",""6"",""15"",""40000"",""24"",""1"""
"1,""Z"",""18"",""21"",""45000"",""25"",""1"""
"1,""Z"",""10"",""16"",""20000"",""14"",""1"""
"1,""Z"",""1"",""9"",""225000"",""12"",""1"""
